TimeDate,KP,DCC (m),Easting (m),Northing (m),TOP (m),BOP (m),MADJ (m),MSBL (m),DOC (m),DOL (m),Comment
14/08/2017,0.27,1.54,335650.89,6464350.7,141.89,142.16,141.63,141.01,0.26,0.88,
14/08/2017,0.275,1.56,335646.02,6464349.77,141.91,142.19,141.78,140.96,0.13,0.95,
14/08/2017,0.276,1.57,335645.16,6464349.61,141.92,142.19,141.8,140.97,0.12,0.95,
14/08/2017,0.277,1.62,335644.1,6464349.41,141.92,142.19,141.83,141,0.09,0.92,
14/08/2017,0.278,1.66,335643.12,6464349.22,141.92,142.19,141.85,140.93,0.07,0.99,
14/08/2017,0.279,1.72,335642.09,6464349.04,141.91,142.19,141.92,140.94,-0.01,0.97,
14/08/2017,0.28,1.78,335641.11,6464348.88,141.91,142.18,141.93,140.97,-0.02,0.94,
14/08/2017,0.281,1.84,335640.2,6464348.72,141.9,142.18,141.91,140.94,-0.01,0.96,
14/08/2017,0.282,1.89,335639.22,6464348.55,141.9,142.17,141.81,140.98,0.09,0.92,
14/08/2017,0.283,1.94,335638.22,6464348.37,141.89,142.16,141.71,140.92,0.18,0.97,
14/08/2017,0.284,1.98,335637.22,6464348.19,141.88,142.16,141.67,140.93,0.21,0.95,
14/08/2017,0.285,2.02,335636.24,6464348,141.88,142.15,141.6,140.91,0.28,0.97,
14/08/2017,0.29,2.05,335631.42,6464346.99,141.84,142.11,141.53,140.89,0.31,0.95,
14/08/2017,0.292,2.02,335629.45,6464346.55,141.82,142.09,141.61,140.88,0.21,0.94,
14/08/2017,0.293,1.97,335628.54,6464346.34,141.81,142.08,141.72,140.94,0.09,0.87,
14/08/2017,0.294,1.92,335627.6,6464346.11,141.8,142.07,141.82,140.91,-0.02,0.89,
14/08/2017,0.295,1.87,335626.69,6464345.89,141.79,142.07,141.86,140.88,-0.07,0.91,
14/08/2017,0.296,1.81,335625.73,6464345.66,141.79,142.06,141.85,140.83,-0.06,0.96,
14/08/2017,0.297,1.77,335624.73,6464345.43,141.79,142.06,141.84,140.9,-0.05,0.89,
14/08/2017,0.298,1.73,335623.74,6464345.22,141.78,142.06,141.83,140.87,-0.05,0.91,
14/08/2017,0.299,1.7,335622.85,6464345.03,141.78,142.06,141.75,140.85,0.03,0.93,
14/08/2017,0.3,1.67,335621.88,6464344.84,141.78,142.05,141.64,140.99,0.14,0.79,
14/08/2017,0.305,1.56,335617.1,6464343.85,141.78,142.06,141.56,141.18,0.22,0.6,
14/08/2017,0.31,1.41,335612.18,6464342.8,141.81,142.08,141.57,140.91,0.24,0.9,
14/08/2017,0.315,1.08,335607.28,6464341.73,141.86,142.14,141.51,141.18,0.35,0.68,
14/08/2017,0.316,0.98,335606.31,6464341.51,141.88,142.15,141.53,141.11,0.35,0.77,
14/08/2017,0.317,0.87,335605.32,6464341.27,141.89,142.17,141.54,141.03,0.35,0.86,
14/08/2017,0.318,0.76,335604.38,6464341.04,141.91,142.18,141.77,140.98,0.14,0.93,
14/08/2017,0.319,0.64,335603.44,6464340.81,141.92,142.19,141.88,141.05,0.04,0.87,
14/08/2017,0.32,0.51,335602.5,6464340.59,141.93,142.21,142.12,141.04,-0.19,0.89,
14/08/2017,0.321,0.39,335601.52,6464340.36,141.95,142.22,142.2,141.04,-0.25,0.91,
14/08/2017,0.322,0.28,335600.54,6464340.16,141.96,142.23,142.19,141.02,-0.23,0.94,
14/08/2017,0.323,0.18,335599.55,6464339.97,141.97,142.24,142.21,141,-0.24,0.97,
14/08/2017,0.324,0.09,335598.59,6464339.78,141.98,142.25,142.26,141.03,-0.28,0.95,
14/08/2017,0.325,-0.01,335597.52,6464339.57,141.99,142.26,142.25,141.04,-0.26,0.95,
14/08/2017,0.326,-0.1,335596.63,6464339.39,141.99,142.26,142.24,140.97,-0.25,1.02,
14/08/2017,0.327,-0.18,335595.68,6464339.21,141.99,142.27,142.2,140.92,-0.21,1.07,
14/08/2017,0.328,-0.27,335594.7,6464339.02,141.99,142.27,142.08,140.87,-0.09,1.12,
14/08/2017,0.329,-0.34,335593.72,6464338.85,141.99,142.27,142.05,140.88,-0.06,1.11,
14/08/2017,0.33,-0.41,335592.67,6464338.67,141.99,142.26,142.08,140.88,-0.09,1.11,
14/08/2017,0.331,-0.46,335591.73,6464338.52,141.98,142.25,142,140.83,-0.02,1.15,
14/08/2017,0.332,-0.5,335590.76,6464338.34,141.97,142.24,141.94,140.89,0.03,1.08,
14/08/2017,0.333,-0.55,335589.81,6464338.16,141.96,142.23,141.83,140.81,0.13,1.15,
14/08/2017,0.334,-0.61,335588.86,6464337.96,141.94,142.22,141.8,140.73,0.14,1.21,
14/08/2017,0.335,-0.69,335587.81,6464337.74,141.93,142.2,141.75,140.72,0.18,1.21,
14/08/2017,0.34,-0.85,335583.05,6464336.61,141.83,142.11,141.66,140.78,0.17,1.05,
14/08/2017,0.345,-0.77,335578.14,6464335.51,141.75,142.03,141.55,140.74,0.2,1.01,
14/08/2017,0.35,-0.53,335573.12,6464334.46,141.71,141.98,141.4,140.8,0.31,0.91,
14/08/2017,0.355,-0.3,335568.24,6464333.46,141.71,141.98,141.49,140.84,0.22,0.87,
14/08/2017,0.36,-0.06,335563.43,6464332.48,141.74,142.02,141.61,140.86,0.13,0.88,
14/08/2017,0.361,0.01,335562.38,6464332.26,141.75,142.03,141.7,140.82,0.05,0.93,
14/08/2017,0.362,0.06,335561.53,6464332.08,141.76,142.04,141.71,140.77,0.05,0.99,
14/08/2017,0.363,0.12,335560.45,6464331.85,141.78,142.05,141.81,140.82,-0.03,0.96,
14/08/2017,0.364,0.15,335559.58,6464331.68,141.79,142.06,141.82,140.81,-0.03,0.98,
14/08/2017,0.365,0.16,335558.52,6464331.46,141.8,142.07,141.76,140.79,0.04,1.01,
14/08/2017,0.366,0.17,335557.66,6464331.28,141.81,142.08,141.76,140.78,0.05,1.03,
14/08/2017,0.367,0.18,335556.7,6464331.07,141.82,142.09,141.71,140.78,0.11,1.04,
14/08/2017,0.368,0.18,335555.68,6464330.85,141.82,142.09,141.69,140.79,0.13,1.03,
14/08/2017,0.37,0.18,335553.73,6464330.42,141.82,142.1,141.63,140.79,0.19,1.03,
14/08/2017,0.375,0.09,335548.93,6464329.33,141.8,142.07,141.52,140.74,0.28,1.06,
14/08/2017,0.38,-0.1,335544.05,6464328.22,141.78,142.05,141.52,140.78,0.26,1,
14/08/2017,0.385,-0.25,335539.07,6464327.09,141.75,142.03,141.56,140.89,0.19,0.86,
14/08/2017,0.39,-0.34,335534.17,6464325.99,141.73,142.01,141.54,140.88,0.19,0.85,
14/08/2017,0.395,-0.41,335529.37,6464324.89,141.74,142.01,141.66,140.86,0.08,0.88,
14/08/2017,0.4,-0.44,335524.47,6464323.76,141.76,142.04,141.56,140.9,0.2,0.86,
14/08/2017,0.405,-0.42,335519.69,6464322.67,141.77,142.04,141.59,140.94,0.18,0.83,
14/08/2017,0.41,-0.32,335514.77,6464321.57,141.77,142.04,141.51,140.85,0.26,0.92,
14/08/2017,0.415,-0.17,335509.98,6464320.48,141.78,142.05,141.49,140.82,0.29,0.96,
14/08/2017,0.42,-0.05,335505.1,6464319.37,141.82,142.09,141.5,140.89,0.32,0.93,
14/08/2017,0.425,-0.17,335500.25,6464318.22,141.89,142.17,141.7,140.86,0.19,1.03,
14/08/2017,0.428,-0.33,335497.32,6464317.51,141.93,142.2,141.84,140.78,0.09,1.15,
14/08/2017,0.429,-0.39,335496.24,6464317.26,141.93,142.2,141.94,140.8,-0.01,1.13,
14/08/2017,0.43,-0.44,335495.3,6464317.04,141.93,142.2,141.89,140.83,0.04,1.1,
14/08/2017,0.431,-0.49,335494.31,6464316.82,141.94,142.21,141.89,140.84,0.05,1.1,
14/08/2017,0.435,-0.64,335490.43,6464315.97,141.99,142.26,141.77,140.78,0.22,1.21,
14/08/2017,0.44,-0.68,335485.67,6464314.95,141.99,142.26,141.74,140.74,0.25,1.25,
14/08/2017,0.444,-0.61,335480.8,6464313.93,141.96,142.23,141.6,140.61,0.36,1.35,
14/08/2017,0.45,-0.42,335475.91,6464312.92,141.94,142.21,141.62,140.67,0.32,1.27,
14/08/2017,0.455,-0.21,335470.92,6464311.92,141.89,142.16,141.66,140.65,0.23,1.24,
14/08/2017,0.461,-0.05,335465.09,6464310.76,141.8,142.07,141.48,140.65,0.32,1.15,
14/08/2017,0.465,-0.01,335460.23,6464309.81,141.73,142,141.53,140.61,0.2,1.12,
14/08/2017,0.471,0,335455.3,6464308.82,141.66,141.93,141.46,140.67,0.2,0.99,
14/08/2017,0.475,0.14,335450.47,6464307.84,141.61,141.88,141.41,140.62,0.2,0.99,
14/08/2017,0.48,0.28,335445.53,6464306.84,141.6,141.87,141.36,140.56,0.24,1.04,
14/08/2017,0.484,0.24,335441.67,6464306.07,141.55,141.83,141.37,140.58,0.18,0.97,
14/08/2017,0.49,0.33,335435.79,6464304.88,141.54,141.81,141.35,140.56,0.19,0.98,
14/08/2017,0.495,0.87,335430.94,6464303.87,141.53,141.8,141.35,140.59,0.18,0.94,
14/08/2017,0.499,0.83,335426.97,6464303.03,141.53,141.8,141.31,140.61,0.22,0.92,
14/08/2017,0.505,-0.15,335422.06,6464302,141.56,141.83,141.1,140.64,0.46,0.92,
14/08/2017,0.51,-0.43,335417.19,6464301,141.66,141.93,141.34,140.56,0.32,1.1,
14/08/2017,0.515,0.17,335412.23,6464300.01,141.77,142.04,141.65,140.54,0.12,1.23,
14/08/2017,0.52,0.73,335407.31,6464299.03,141.88,142.16,141.73,140.66,0.15,1.22,
14/08/2017,0.525,1.12,335402.52,6464298.07,141.94,142.22,141.67,140.84,0.27,1.1,
14/08/2017,0.53,1.38,335397.62,6464297.09,141.99,142.26,141.68,140.59,0.31,1.4,
14/08/2017,0.535,1.39,335392.74,6464296.11,142,142.27,141.58,140.7,0.42,1.3,
14/08/2017,0.54,1.15,335387.85,6464295.11,141.99,142.26,141.54,140.66,0.45,1.33,
14/08/2017,0.545,0.94,335382.97,6464294.13,141.93,142.2,141.59,140.65,0.34,1.28,
14/08/2017,0.55,0.75,335378.03,6464293.13,141.9,142.17,141.49,140.64,0.41,1.26,
14/08/2017,0.555,0.59,335373.16,6464292.13,141.87,142.15,141.59,140.63,0.28,1.24,
14/08/2017,0.56,0.47,335368.22,6464291.12,141.84,142.11,141.68,140.68,0.16,1.16,
14/08/2017,0.565,0.36,335363.35,6464290.15,141.8,142.08,141.42,140.56,0.38,1.24,
14/08/2017,0.57,0.31,335358.44,6464289.2,141.78,142.05,141.38,140.62,0.4,1.16,
14/08/2017,0.575,0.45,335353.61,6464288.25,141.81,142.08,141.37,140.62,0.44,1.19,
14/08/2017,0.58,0.87,335348.64,6464287.27,141.85,142.12,141.41,140.64,0.44,1.21,
14/08/2017,0.585,0.82,335343.61,6464286.26,141.88,142.16,141.49,140.72,0.39,1.16,
14/08/2017,0.59,0.7,335338.71,6464285.26,141.89,142.17,141.34,140.6,0.55,1.29,
14/08/2017,0.595,0.56,335333.77,6464284.23,141.87,142.14,141.38,140.56,0.49,1.31,
14/08/2017,0.6,0.42,335328.9,6464283.21,141.82,142.1,141.44,140.76,0.38,1.06,
14/08/2017,0.605,0.3,335324,6464282.2,141.78,142.06,141.6,140.75,0.18,1.03,
14/08/2017,0.61,0.2,335319.13,6464281.23,141.74,142.01,141.5,140.75,0.24,0.99,
14/08/2017,0.615,0.12,335314.27,6464280.25,141.68,141.95,141.46,140.62,0.22,1.06,
14/08/2017,0.62,0.07,335309.34,6464279.26,141.6,141.87,141.23,140.56,0.37,1.04,
14/08/2017,0.625,0,335304.5,6464278.28,141.59,141.86,141.24,140.54,0.35,1.05,
14/08/2017,0.63,-0.08,335299.61,6464277.26,141.59,141.87,141.23,140.54,0.36,1.05,
14/08/2017,0.635,-0.17,335294.74,6464276.24,141.65,141.92,141.24,140.56,0.41,1.09,
14/08/2017,0.64,-0.27,335289.87,6464275.22,141.71,141.98,141.46,140.53,0.25,1.18,
14/08/2017,0.645,-0.37,335285.05,6464274.19,141.81,142.08,141.65,140.57,0.16,1.24,
14/08/2017,0.65,-0.46,335280.17,6464273.18,141.86,142.13,141.62,140.57,0.24,1.29,
14/08/2017,0.655,-0.53,335275.34,6464272.18,141.88,142.15,141.5,140.53,0.38,1.35,
14/08/2017,0.66,-0.58,335270.37,6464271.17,141.9,142.17,141.48,140.56,0.42,1.34,
14/08/2017,0.665,-0.5,335265.5,6464270.2,141.88,142.16,141.62,140.55,0.26,1.33,
14/08/2017,0.67,-0.38,335259.74,6464269.07,141.82,142.09,141.53,140.55,0.29,1.27,
14/08/2017,0.676,-0.28,335254.75,6464268.1,141.77,142.05,141.55,140.53,0.22,1.24,
14/08/2017,0.68,-0.14,335249.96,6464267.17,141.74,142.01,141.26,140.48,0.48,1.26,
14/08/2017,0.685,0.03,335245.05,6464266.19,141.74,142.02,141.21,140.44,0.53,1.3,
14/08/2017,0.69,0.17,335240.26,6464265.21,141.74,142.01,141.59,140.48,0.15,1.26,
14/08/2017,0.695,0.3,335235.42,6464264.21,141.74,142.01,141.54,140.46,0.2,1.28,
14/08/2017,0.7,0.37,335230.52,6464263.19,141.74,142.01,141.39,140.4,0.35,1.34,
14/08/2017,0.705,0.31,335225.62,6464262.2,141.71,141.98,141.39,140.46,0.32,1.25,
14/08/2017,0.71,0.28,335220.76,6464261.25,141.68,141.96,141.39,140.44,0.29,1.24,
14/08/2017,0.715,0.29,335215.82,6464260.32,141.67,141.94,141.33,140.37,0.34,1.3,
14/08/2017,0.72,0.35,335211,6464259.46,141.67,141.95,141.36,140.35,0.31,1.32,
14/08/2017,0.725,0.42,335206.17,6464258.62,141.68,141.95,141.39,140.46,0.29,1.22,
14/08/2017,0.73,0.49,335201.2,6464257.77,141.71,141.98,141.33,140.33,0.38,1.38,
14/08/2017,0.735,0.54,335196.34,6464256.91,141.7,141.98,141.32,140.37,0.38,1.33,
14/08/2017,0.74,0.54,335191.52,6464256.01,141.69,141.96,141.42,140.41,0.27,1.28,
14/08/2017,0.745,0.52,335186.59,6464255.07,141.7,141.97,141.43,140.42,0.27,1.28,
14/08/2017,0.75,0.44,335181.72,6464254.13,141.7,141.98,141.4,140.43,0.3,1.27,
14/08/2017,0.755,0.34,335176.74,6464253.15,141.73,142,141.3,140.31,0.43,1.42,
14/08/2017,0.76,0.25,335171.86,6464252.2,141.73,142,141.31,140.31,0.42,1.42,
14/08/2017,0.765,0.15,335167.03,6464251.25,141.73,142,141.41,140.38,0.32,1.35,
14/08/2017,0.77,0.05,335162.13,6464250.28,141.73,142.01,141.36,140.48,0.37,1.25,
14/08/2017,0.775,-0.04,335157.22,6464249.29,141.74,142.01,141.42,140.49,0.32,1.25,
14/08/2017,0.78,-0.12,335152.43,6464248.33,141.71,141.99,141.38,140.42,0.33,1.29,
14/08/2017,0.785,-0.2,335147.46,6464247.33,141.66,141.93,141.24,140.32,0.42,1.34,
14/08/2017,0.79,-0.24,335142.5,6464246.38,141.58,141.85,141.13,140.29,0.45,1.29,
14/08/2017,0.795,-0.2,335137.59,6464245.53,141.5,141.77,141.06,140.26,0.44,1.24,
14/08/2017,0.8,-0.15,335132.65,6464244.73,141.45,141.73,141.06,140.3,0.39,1.15,
14/08/2017,0.805,-0.13,335127.73,6464243.89,141.42,141.7,141.14,140.45,0.28,0.97,
14/08/2017,0.81,-0.14,335122.92,6464243.04,141.43,141.7,141.22,140.42,0.21,1.01,
14/08/2017,0.815,-0.15,335117.97,6464242.17,141.45,141.72,141.17,140.4,0.28,1.05,
14/08/2017,0.82,-0.16,335113.04,6464241.29,141.46,141.74,141.08,140.4,0.38,1.06,
14/08/2017,0.825,-0.2,335108.1,6464240.4,141.42,141.7,141.08,140.33,0.34,1.09,
14/08/2017,0.83,-0.21,335103.12,6464239.47,141.4,141.67,141.07,140.36,0.33,1.04,
14/08/2017,0.835,-0.21,335098.26,6464238.57,141.44,141.71,141.1,140.36,0.34,1.08,
14/08/2017,0.84,-0.19,335093.28,6464237.66,141.51,141.78,141.21,140.43,0.3,1.08,
14/08/2017,0.845,-0.16,335088.44,6464236.8,141.6,141.87,141.38,140.42,0.22,1.18,
14/08/2017,0.85,-0.14,335083.69,6464235.95,141.65,141.93,141.42,140.51,0.23,1.14,
14/08/2017,0.855,-0.13,335078.65,6464235.04,141.69,141.97,141.36,140.44,0.33,1.25,
14/08/2017,0.86,-0.14,335073.76,6464234.14,141.73,142,141.38,140.5,0.35,1.23,
14/08/2017,0.865,-0.15,335068.88,6464233.25,141.72,141.99,141.34,140.5,0.38,1.22,
14/08/2017,0.87,-0.15,335064.01,6464232.34,141.7,141.97,141.27,140.56,0.43,1.14,
14/08/2017,0.875,0,335059.13,6464231.44,141.68,141.95,141.35,140.51,0.33,1.17,
14/08/2017,0.88,0.13,335054.25,6464230.52,141.58,141.85,141.39,140.45,0.19,1.13,
14/08/2017,0.886,0.24,335048.36,6464229.35,141.42,141.69,141.24,140.45,0.18,0.97,
14/08/2017,0.89,0.2,335044.46,6464228.56,141.33,141.6,140.97,140.42,0.36,0.91,
14/08/2017,0.896,-0.19,335038.59,6464227.34,141.17,141.44,141.01,140.41,0.16,0.76,
14/08/2017,0.9,-0.5,335033.79,6464226.34,141.09,141.37,140.99,140.4,0.1,0.69,
14/08/2017,0.905,-0.76,335028.97,6464225.4,141.15,141.42,140.91,140.36,0.24,0.79,
14/08/2017,0.91,-0.92,335024.03,6464224.53,141.23,141.5,140.89,140.44,0.34,0.79,
14/08/2017,0.915,-1.06,335019.2,6464223.61,141.28,141.55,141.02,140.44,0.26,0.84,
14/08/2017,0.92,-1.15,335014.34,6464222.63,141.42,141.7,141.13,140.46,0.29,0.96,
14/08/2017,0.925,-1.26,335009.44,6464221.63,141.54,141.81,141.37,140.48,0.17,1.06,
14/08/2017,0.93,-1.33,335004.5,6464220.63,141.65,141.93,141.45,140.49,0.2,1.16,
14/08/2017,0.935,-1.37,334999.66,6464219.69,141.72,142,141.44,140.49,0.28,1.23,
14/08/2017,0.94,-1.36,334994.66,6464218.75,141.77,142.04,141.37,140.44,0.4,1.33,
14/08/2017,0.945,-1.34,334989.84,6464217.86,141.79,142.07,141.31,140.46,0.48,1.33,
14/08/2017,0.95,-1.32,334984.84,6464216.94,141.82,142.09,141.26,140.35,0.56,1.47,
14/08/2017,0.955,-1.32,334980,6464216.02,141.82,142.09,141.32,140.4,0.5,1.42,
14/08/2017,0.96,-1.35,334975,6464215.05,141.78,142.05,141.44,140.42,0.34,1.36,
14/08/2017,0.965,-1.39,334970.14,6464214.09,141.66,141.94,141.37,140.38,0.29,1.28,
14/08/2017,0.97,-1.38,334965.29,6464213.09,141.52,141.79,141.26,140.3,0.26,1.22,
14/08/2017,0.975,-1.16,334960.56,6464212.08,141.42,141.7,140.89,140.24,0.53,1.18,
14/08/2017,0.98,-0.97,334955.59,6464210.98,141.33,141.6,140.72,140.32,0.61,1.01,
14/08/2017,0.985,-0.82,334950.82,6464209.9,141.27,141.54,140.81,140.43,0.46,0.84,
14/08/2017,0.987,-0.78,334948.92,6464209.44,141.24,141.51,141.21,140.41,0.03,0.83,
14/08/2017,0.988,-0.76,334947.95,6464209.21,141.24,141.51,141.43,140.36,-0.19,0.88,
14/08/2017,0.989,-0.73,334946.98,6464208.98,141.24,141.51,141.52,140.34,-0.28,0.9,
14/08/2017,0.99,-0.71,334945.99,6464208.75,141.24,141.52,141.56,140.41,-0.32,0.83,
14/08/2017,0.991,-0.67,334945,6464208.53,141.25,141.52,141.53,140.43,-0.28,0.82,
14/08/2017,0.992,-0.63,334943.98,6464208.31,141.25,141.52,141.65,140.52,-0.4,0.73,
14/08/2017,0.993,-0.58,334943.03,6464208.11,141.24,141.52,141.61,140.45,-0.37,0.79,
14/08/2017,0.994,-0.52,334942.08,6464207.92,141.24,141.51,141.57,140.4,-0.33,0.84,
14/08/2017,0.995,-0.47,334941.1,6464207.72,141.23,141.51,141.53,140.35,-0.3,0.88,
14/08/2017,0.996,-0.47,334940.1,6464207.53,141.23,141.51,141.49,140.31,-0.26,0.92,
14/08/2017,0.997,-0.48,334939.15,6464207.35,141.23,141.51,141.42,140.26,-0.19,0.97,
14/08/2017,0.998,-0.48,334938.18,6464207.17,141.24,141.51,141.44,140.31,-0.2,0.93,
14/08/2017,0.999,-0.47,334937.25,6464207,141.24,141.51,141.36,140.19,-0.12,1.05,
14/08/2017,1,-0.46,334936.29,6464206.83,141.23,141.51,141.44,140.2,-0.21,1.03,
14/08/2017,1.001,-0.46,334935.25,6464206.65,141.23,141.5,141.12,140.19,0.11,1.04,
14/08/2017,1.002,-0.46,334934.23,6464206.46,141.22,141.49,141.11,140.18,0.11,1.04,
14/08/2017,1.003,-0.46,334933.27,6464206.28,141.22,141.49,141.13,140.18,0.09,1.04,
14/08/2017,1.004,-0.47,334932.37,6464206.1,141.21,141.48,141.02,140.2,0.19,1.01,
14/08/2017,1.005,-0.49,334931.31,6464205.89,141.21,141.48,141,140.13,0.21,1.08,
14/08/2017,1.01,-0.61,334926.52,6464204.88,141.19,141.47,140.84,140.19,0.35,1,
14/08/2017,1.015,-0.77,334921.57,6464203.81,141.22,141.49,140.78,140.24,0.44,0.98,
14/08/2017,1.02,-0.95,334916.88,6464202.77,141.25,141.53,141.21,140.26,0.04,0.99,
14/08/2017,1.021,-0.99,334915.9,6464202.55,141.26,141.53,141.25,140.32,0.01,0.94,
14/08/2017,1.022,-1.02,334914.91,6464202.34,141.26,141.53,141.31,140.34,-0.05,0.92,
14/08/2017,1.023,-1.05,334913.94,6464202.13,141.26,141.54,141.48,140.32,-0.22,0.94,
14/08/2017,1.024,-1.06,334912.93,6464201.94,141.27,141.54,141.46,140.29,-0.19,0.98,
14/08/2017,1.025,-1.07,334911.98,6464201.76,141.27,141.54,141.46,140.3,-0.19,0.97,
14/08/2017,1.026,-1.06,334911.01,6464201.58,141.27,141.54,141.28,140.42,-0.01,0.85,
14/08/2017,1.027,-1.06,334910.01,6464201.4,141.26,141.54,141.13,140.3,0.13,0.96,
14/08/2017,1.03,-1.05,334907.07,6464200.88,141.26,141.53,140.99,140.31,0.27,0.95,
14/08/2017,1.035,-0.81,334902.12,6464199.96,141.27,141.54,141.01,140.22,0.26,1.05,
14/08/2017,1.04,-0.57,334897.16,6464199,141.22,141.49,141.13,140.26,0.09,0.96,
14/08/2017,1.045,-0.32,334892.27,6464198.08,141.18,141.46,140.7,140.24,0.48,0.94,
14/08/2017,1.05,0.01,334887.39,6464197.23,141.15,141.43,140.65,140.25,0.5,0.9,
14/08/2017,1.055,0.33,334882.63,6464196.41,141.12,141.39,140.86,140.26,0.26,0.86,
14/08/2017,1.06,0.65,334876.88,6464195.36,141.12,141.39,140.76,140.29,0.36,0.83,
